place_id,nama_wisata,kabupaten,provinsi,kabupaten_gmaps,provinsi_gmaps,kab_dari_teks,alamat_gmaps,lat_gmaps,lon_gmaps,status_gmaps
ChIJW_b-jH9ppC0RuOtG1N53IPc,Pantai Majapahit,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton Selatan,"8JM9+VJW, Jl. Poros Batauga, Katilombu, Kec. Sampolawa, Kabupaten Buton, Sulawesi Tenggara 93752",,,TEXT_WIN
ChIJxx2tDpjToy0R1qqmsCgvhM4,Wisata KAREDE (Permandian Air Hangat),Kabupaten Buton Utara,Sulawesi Tenggara,Kabupaten Buton Utara,Sulawesi Tenggara,,"5XPJ+4GC, Jl. Ronta-Buranga, Een Sumala, Kec. Bonegunu, Kabupaten Buton Utara, Sulawesi Tenggara 93673",,,OK_GEO
ChIJi3MkYkillC0R4sPd9zCaJYw,Bahari Nusantara Mosso Mario,Kabupaten Majene,Sulawesi Barat,Kabupaten Majene,Sulawesi Barat,,"HVP9+94G, Mosso Dhua, Kec. Sendana, Kabupaten Majene, Sulawesi Barat 91452",,,OK_TEXT
ChIJU3_B-H83uS0RWr8XEy83D_Y,Pantai Indah Pannara,Kabupaten Jeneponto,Sulawesi Selatan,Kabupaten Jeneponto,Sulawesi Selatan,,"7QXC+82X, Empoang Sel., Kec. Binamu, Kabupaten Jeneponto, Sulawesi Selatan 92311",,,OK_GEO
ChIJ83I0Asc3ui0RfH3Ke6MAGp8,Tanjung Baloiya,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Kabupaten Kepulauan Selayar,Sulawesi Selatan,,"QCRW+R4W, Bontotangnga, Kec. Bontoharu, Kab. Kepulauan Selayar, Sulawesi Selatan",,,OK_GEO
ChIJHQryAORrlC0Ro0_HHSAGfUA,Air Terjun Lagandang,Kabupaten Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Sulawesi Selatan,,"GQ2G+27X, Unnamed Road, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",,,OK_GEO
ChIJ5T_BYHgPizIRKQAMWoBA-FI,Pantai Wisata Kendahe,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Kabupaten Kepulauan Sangihe,Sulawesi Utara,,"Kendahe I, Kendahe, Kabupaten Kepulauan Sangihe, Sulawesi Utara",,,OK_TEXT
ChIJ_1DGcwAJ8TIRFsejSd3kGL8,Pulau Terluar Indonesia,Kabupaten Kepulauan Talaud,Sulawesi Utara,Kabupaten Kepulauan Talaud,Sulawesi Utara,,"HH5M+VJ, Miangas, Kabupaten Kepulauan Talaud, Sulawesi Utara",,,OK_TEXT
ChIJnyRw99G7oi0R2VIXGLEYqC8,Bukit Tinabitte,Kabupaten Bombana,Sulawesi Tenggara,Kabupaten Bombana,Sulawesi Tenggara,,"FVRC+MFW, Tinabite, Kec. Lantari Jaya, Kabupaten Bombana, Sulawesi Tenggara 93774",,,OK_GEO
ChIJ29qWc-HZki0RIec9DJAyMMc,Tepi Laut Mamuju,Kabupaten Mamuju,Sulawesi Barat,Kabupaten Mamuju,Sulawesi Barat,,"8VCJ+V52, Rimuku, Kabupaten Mamuju, Sulawesi Barat",,,OK_TEXT
ChIJEXG5wyzljy0Rf9O8daWq4-8,Air Terjun MATARUTUNG,Kabupaten Morowali Utara,Sulawesi Tengah,Kabupaten Morowali Utara,Sulawesi Tengah,,"Jalan Trans Sulawesi, Trans bunta, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah 94971",,,OK_GEO
ChIJ7zFmNNJZjC0RQQP2s_RMrj8,KOLAM RENANG TIRTABARAS,Kabupaten Pasangkayu,Sulawesi Barat,Kabupaten Pasangkayu,Sulawesi Barat,,"HC6G+F79, Jln. Nusalontar, Lelejae, Kec. Bulu Taba, Kab. Pasangkayu, Sulawesi Barat 91571",,,OK_GEO
ChIJS1rPfLDHlC0RgnTilKAeJt4,pantai pasir putih rangas,Kabupaten Majene,Sulawesi Barat,Kabupaten Majene,Sulawesi Barat,,"CWJP+X35, Rangas Bar., Totoli, Kec. Banggae, Kabupaten Majene, Sulawesi Barat 91415",,,OK_TEXT
ChIJ6RO42nUJky0R2D63Zfsp258,Destinasi digital Kampung Natal,Kabupaten Mamasa,Sulawesi Barat,Kabupaten Mamasa,Sulawesi Barat,,"39HP+9QC, Tondok Bakaru, Kec. Mamasa, Kabupaten Mamasa, Sulawesi Barat 91362",,,OK_GEO
ChIJQ1w3NAAFeTIRGg97MULwKjI,WISATA BUNGA BUKIT CINTA,Kabupaten Boalemo,Gorontalo,Kabupaten Boalemo,Gorontalo,,"JGJM+3X3, Tenilo, Kec. Paguyaman, Kabupaten Boalemo, Gorontalo 96261",,,OK_GEO
ChIJffm-DS9Ovi0REDiUB7CTne4,Monumen Tantangan Ewako,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,,"Jl. Poros Tonasa No.2, Padoang Doangan, Kec. Pangkajene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90614",,,OK_GEO
ChIJ3Yr0RIMrky0R_h2K_KHfgwc,Wisata pantai Losa,Kabupaten Mamuju,Sulawesi Barat,Kabupaten Mamuju,Sulawesi Barat,,"Lebani, Kec. Tapalang Bar., Kabupaten Mamuju, Sulawesi Barat 91513",,,OK_TEXT
ChIJM9JH9NVhlC0RpjWs_cSPsmQ,Wisata Pasir Putih Makkerre,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,,"GCFM+W5R, Jl. Poros Pinrang - Polman, Mirring, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91312",,,OK_GEO
ChIJOXBzrqsxvi0RR-p3WK_uxHY,Wisata Bahari Politani,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,,"Mandalle, Kec. Mandalle, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90655",,,OK_GEO
ChIJxTSyOcpxfjIR3jqubxpRMY8,Pantai Pondok Cinta,Kabupaten Bolaang Mongondow,Sulawesi Utara,Kabupaten Bolaang Mongondow,Sulawesi Utara,,"V2P4+W27, Jalan, Motabang, Lolak, Bolaang Mongondow Regency, North Sulawesi",,,OK_GEO
ChIJabgm2uBFji0Rmz-KueIR7Tc,Goa Latea,Kabupaten Poso,Sulawesi Tengah,Kabupaten Poso,Sulawesi Tengah,,"6MV4+QR2, Tentena, Pamona Pusalemba, Kabupaten Poso, Sulawesi Tengah 94663",,,OK_TEXT
ChIJ-Zvv3c3VfjIRZH-5F6QIi3Q,Agrowisata Mekar Jaya Farm,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,,"G5X7+F38, Unnamed Road, Duano, Kecamatan Suwawa Tengah, Kabupaten Bone Bolango, Gorontalo 96121",,,OK_GEO
ChIJx4Na-c3poy0RPDZ6fkAFVic,Gunu Lambelu,Kabupaten Buton Utara,Sulawesi Tenggara,Kabupaten Buton Utara,Sulawesi Tenggara,Kabupaten Buton,"Konde, Kec. Kambowa, Kabupaten Buton Utara, Sulawesi Tenggara",,,TEXT_WIN
ChIJGZFcXiGblC0RtpFq8kVFOMo,Buttu Dakka,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,,"Dakka, Kec. Tapango, Kabupaten Polewali Mandar, Sulawesi Barat",,,OK_GEO
ChIJX8OOJV0wki0R-vEBNLbdmjk,Buntu Tabuan,Kabupaten Luwu Utara,Sulawesi Selatan,Kabupaten Luwu Utara,Sulawesi Selatan,,"Rinding Allo, Kec. Limbong, Kabupaten Luwu Utara, Sulawesi Selatan",,,OK_GEO
ChIJn7esqqpKiS0RIt-w4FcJW7o,Pantai Melasti Rayon Tambu,Kabupaten Parigi Moutong,Sulawesi Tengah,Kabupaten Parigi Moutong,Sulawesi Tengah,,"jl. pantai, tambu, Kec. Sausu, Kabupaten Parigi Moutong, Sulawesi Tengah 94473",,,OK_GEO
ChIJU1WO6pnWfjIRZFYXw2pCUHU,Wisata Pemandian Air Panas Lombongo,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,,"Jl. Taman Wisata, Lombongo, Kecamatan Suwawa Tengah, Kabupaten Bone Bolango, Gorontalo 96583",,,OK_GEO
ChIJHXh7Mhk9fjIRz-Wsft0QRAY,KOTAMOBAGU,Kota Kotamobagu,Sulawesi Utara,Kota Kotamobagu,Sulawesi Utara,,"Jl. Gatot Subroto, mongkonai induk, Kec. Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara",,,OK_GEO
ChIJsx1-Wbsvly0R6P83iBeMCg8,Permandian Sulembe,Kabupaten Kolaka Utara,Sulawesi Tenggara,Kabupaten Kolaka Utara,Sulawesi Tenggara,,"M2MJ+CMM, Unnamed Road, Watu Mutaha, Kec. Ngapa, Kabupaten Kolaka Utara, Sulawesi Tenggara 93958",,,OK_GEO
ChIJwdEhCgDxmC0RPe-zb1d1_wY,Wisata Pantai Konawe Timur Tanjung Lalimbue,Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,,"4GJ5+967, Lalimbue, Kec. Kapoiala, Kabupaten Konawe, Sulawesi Tenggara 93354",,,OK_GEO
ChIJsdlhfr1hvi0RKi_NFhTKIs8,Air Terjun Bantimurungnge,Kabupaten Maros,Sulawesi Selatan,Kabupaten Maros,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,"3RM9+8X5, Pattiro Deceng, Kec. Camba, Kabupaten Maros, Sulawesi Selatan 90562",,,TEXT_WIN
ChIJ39sTxJcpvi0R3J_0EDTrB0I,Pantai atapange,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,,"GHGX+PP2, Lalolang, Kec. Tanete Rilau, Kabupaten Barru, Sulawesi Selatan 90761",,,OK_GEO
ChIJx2TVkDQ7vi0R2LOBpEm5FuQ,Bukit Nanas Bette,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,,"CM2W+47, Jangan-Jangan, Kec. Pujananting, Kabupaten Barru, Sulawesi Selatan 90762",,,OK_GEO
ChIJNX5e9UhFkC0RS81bFvNFNDc,Tugu tongku Tambee desa Landangi,Kabupaten Luwu Timur,Sulawesi Selatan,Kabupaten Luwu Timur,Sulawesi Selatan,,"G4HG+HR, Matano, Kec. Nuha, Kabupaten Luwu Timur, Sulawesi Selatan 92983",,,OK_GEO
ChIJ0Z3gH9SfizIRPXhi9E66mUU,Humusu Beach,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Kabupaten Kepulauan Sangihe,Sulawesi Utara,,"GJW5+2WP, Kulur II, Kec. Tabukan Tengah, Kabupaten Kepulauan Sangihe, Sulawesi Utara",,,OK_TEXT
ChIJK4LnscOjizIRU8bgcDOGhg8,BATU SENGGELOHE,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Kabupaten Kepulauan Sangihe,Sulawesi Utara,,"GF2P+R7R, Unnamed Road, Kec. Manganitu, Kabupaten Kepulauan Sangihe, Sulawesi Utara",,,OK_TEXT
ChIJ4YORGwC9iy0RMxbhyqoPe0A,Desa Wisata Towale 2019,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,,"7MFJ+H59, Ampera - Surumana, Towale, Kec. Banawa Tengah, Kabupaten Donggala, Sulawesi Tengah 94351",,,OK_GEO
ChIJcSSqPQATii0RBkUY3-Cd0k4,Pasir putih/ Sivalenta bose,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,,"RRM3+9G5, Lende, Kec. Sirenja, Kabupaten Donggala, Sulawesi Tengah 94355",,,OK_GEO
ChIJdVvzP6uNmi0RqXA76Rolatw,Pantai Matano,Kabupaten Morowali,Sulawesi Tengah,Kabupaten Morowali,Sulawesi Tengah,,"FX7C+27, Matano, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah",,,OK_GEO
ChIJWxpFSuhthC0Rd9YWd_-XoKE,Air Terjun Lalengan,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,,"MR6R+7PX, Lalengan, Kec. Buko, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94881",,,OK_TEXT
ChIJwas1fHOTgy0RkIeapl9tmpM,Tebingkai,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,,"M7GR+HH8, Jl. Bukit Trikora, Tompudau, Tinangkung, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94885",,,OK_TEXT
ChIJhZyP1w1rpC0RdHoCZ5fpNv4,Pantai Desa Bahari,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton Selatan,"8P97+W4, Bahari, Kabupaten Buton, Sulawesi Tenggara",,,TEXT_WIN
ChIJlS0AIgDdoi0RAS8Ts-578Bc,Permandian Lowi Malo,Kabupaten Bombana,Sulawesi Tenggara,Kabupaten Bombana,Sulawesi Tenggara,,"7W8P+M44, Taubonto, Kec. Rarowatu, Kabupaten Bombana, Sulawesi Tenggara 93774",,,OK_GEO
ChIJ89-sF415oy0RhRYRGHQxlBM,PANTAI LA DADO,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton Tengah,"P73G+JC, Balobone, Kec. Mawasangka, Kabupaten Buton, Sulawesi Tenggara 93762",,,TEXT_WIN
ChIJCUI9YKsJpy0R6ND0UsmVcWM,Pantai Palahidu,Kabupaten Wakatobi,Sulawesi Tenggara,Kabupaten Wakatobi,Sulawesi Tenggara,,"4265+C3G, Palahidu, Binongko, Kabupaten Wakatobi, Sulawesi Tenggara 93794",,,OK_GEO
ChIJ03nDOgDRki0Rm6sCN5vyvvc,Bukit tinggi TARANGGADING,Kabupaten Mamuju,Sulawesi Barat,Kabupaten Mamuju,Sulawesi Barat,,"9R6G+Q2, Rangas, Kec. Simboro Dan Kepulauan, Kabupaten Mamuju, Sulawesi Barat 91512",,,OK_TEXT
ChIJW9AIfWLbki0RrW_paR22KlQ,Karampuang Island,Kabupaten Mamuju Tengah,Sulawesi Barat,Kabupaten Mamuju,Sulawesi Barat,,"9V8H+9J7, Unnamed Road, Pulau, Karampuang, Kec. Mamuju, Kabupaten Mamuju, Sulawesi Barat 91515",,,OK_TEXT
ChIJufdzPLIreTIRWyMNphhJdN4,Bukit Layang,Kabupaten Gorontalo,Gorontalo,Kabupaten Gorontalo,Gorontalo,,"G3F4+3GR, Tenda, Kec. Hulonthalangi, Kabupaten Gorontalo, Gorontalo 96133",,,OK_GEO
ChIJFUtmBgDTfjIRjVJwNUbiL7s,Air Terjun Milango Lo Jini,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,,"J49P+75, Lonuo, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo 96123",,,OK_GEO
ChIJGXdQDQAdvy0Rbb-QYW8yZ0c,Wisata Kapal Pinisi Makassar,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,,"VC44+FR7 Sewa Kapal Pinisi, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111",,,OK_GEO
ChIJo_TheABXvi0RaxmukORzaEw,Istana KARST,Kabupaten Maros,Sulawesi Selatan,Kabupaten Maros,Sulawesi Selatan,,"3JM2+V2F, Bontonlempangan, Kec. Bontoa, Kabupaten Maros, Sulawesi Selatan 90554",,,OK_GEO
ChIJMUr892h9lC0RE8Q1SKsPFs0,Air Terjun Sali Sali,Kabupaten Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Sulawesi Selatan,,"JF59+GF9, Unnamed Road, Sali Sali, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan 91254",,,OK_GEO
ChIJ4SuVhXgBli0Rg5BsX8ofdag,Wisata Alam Panyili,Kabupaten Bone,Sulawesi Selatan,Kabupaten Bone,Sulawesi Selatan,,"J5WP+RQ5, Panyili, Kec. Dua Boccoe, Kabupaten Bone, Sulawesi Selatan 92753",,,OK_GEO
ChIJ0y2gy34Fvi0RCFvpEvAC58Y,"Walimpong, Desa Barae",Kabupaten Soppeng,Sulawesi Selatan,Kabupaten Soppeng,Sulawesi Selatan,,"G24G+F68, Barae, Kec. Mario Riwawo, Kabupaten Soppeng, Sulawesi Selatan 90862",,,OK_GEO
ChIJwR4AN-tzlC0RHI9NkSeyiNA,Wisata Goa Batu Maupa,Kabupaten Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Sulawesi Selatan,,"MQ2P+725, Salu Dewata, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91754",,,OK_GEO
ChIJC6JA9R1DhzIRS-Px19AqNF4,Air terjun Kulung-Kulung,Kabupaten Minahasa Selatan,Sulawesi Utara,Kabupaten Minahasa Selatan,Sulawesi Utara,,"6PVV+JJ, Wiau Lapi, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara",,,OK_GEO
ChIJf9TpSkxnhzIRa1kf9iqk95o,Air Terjun Tolei,Kabupaten Minahasa Selatan,Sulawesi Utara,Kabupaten Minahasa Selatan,Sulawesi Utara,,"7J3M+96Q, Desa, Tumpaan Baru, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara",,,OK_GEO
ChIJDT3CZwABdzIRjYD8QNQO6dE,Wisata Gunung Kulon KotaNagaya,Kabupaten Parigi Moutong,Sulawesi Tengah,Kabupaten Parigi Moutong,Sulawesi Tengah,,"Wisata Gunung Kulon, Kotanagaya, Kec. Bolano Lambunu, Kabupaten Parigi Moutong, Sulawesi Tengah 94479",,,OK_GEO
ChIJv_YnuCOJly0Rbghca40smHk,Telaga Liku mebubu,Kabupaten Kolaka,Sulawesi Tenggara,Kabupaten Kolaka,Sulawesi Tenggara,,"2HWW+H7, Ulunggolaka, Kec. Latambaga, Kabupaten Kolaka, Sulawesi Tenggara 93514",,,OK_GEO
ChIJXUGgvT3Loy0RW5Dmshry3dU,Wuna Waterfront City (WWC),Kabupaten Muna,Sulawesi Tenggara,Kabupaten Muna,Sulawesi Tenggara,,"5P7J+F5, Raha I, Kabupaten Muna, Sulawesi Tenggara",,,OK_GEO
ChIJv0LnDQCzoy0RMPM72xuVcXc,Kebun bapa ijo,Kabupaten Muna,Sulawesi Tenggara,Kabupaten Muna,Sulawesi Tenggara,,"4JJG+4FC, Liabalano, Kec. Lawa, Kabupaten Muna, Sulawesi Tenggara 93658",,,OK_GEO
ChIJwceiuGi5vi0RBjafCzO5ADQ,Air Terjun Barrasa,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,,"HRQM+5H7, Unnamed Road, Rappoala, Kec. Tompobulu, Kabupaten Gowa, Sulawesi Selatan 92175",,,OK_GEO
ChIJDQ-zp10nvi0RXsbCjgkYtiU,MAROLAND,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,,"HJQW+FR, Sepee, Kec. Barru, Kabupaten Barru, Sulawesi Selatan 90711",,,OK_GEO
ChIJRdYTCvcdvi0R9KhtegR9tVM,Patung Arung Palakka di situs Kelahiran,Kabupaten Soppeng,Sulawesi Selatan,Kabupaten Soppeng,Sulawesi Selatan,,"Jalan Tetti Kenrare, Jl. Soppeng-Takalala, Labessi, Kec. Mario Riwawo, Kabupaten Soppeng, Sulawesi Selatan 90862",,,OK_GEO
ChIJNxASrHalvi0RcgzNeoFv15A,Air Terjun Gamaccayya,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,,"M246+VQ2, Unnamed Road, Kindang, Kec. Kindang, Kabupaten Bulukumba, Sulawesi Selatan 92662",,,OK_GEO
ChIJZ4G1H8HLvi0Rjm-4hRXXNdQ,Air terjun Tuangloe,Kabupaten Jeneponto,Sulawesi Selatan,Kabupaten Jeneponto,Sulawesi Selatan,,"CPRH+VJ, Datara, Kec. Bontoramba, Kabupaten Jeneponto, Sulawesi Selatan 90244",,,OK_GEO
ChIJQWOrcgABhzIRp2FjGdu06CY,Eduwisata Bahari BPPP Bitung,Kota Bitung,Sulawesi Utara,Kota Bitung,Sulawesi Utara,,"F657+498, Jl. Tandurusa, Tandurusa, Aertembaga, Kota Bitung, Sulawesi Utara",,,OK_GEO
ChIJW-aETUkThzIRu_EVaq5fIYw,Air Terjun Tonsealama,Kabupaten Minahasa,Sulawesi Utara,Kabupaten Minahasa,Sulawesi Utara,,"8WGC+CQG, Jl. Tondano - Airmadidi, Tonsea Lama, Kec. Tondano Utara, Kabupaten Minahasa, Sulawesi Utara",,,OK_TEXT
ChIJnxxR4wOvfzIRT-3IvXhcyyg,Air terjun Soguo,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,,"9XW8+75F, Salongo Tim., Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara",,,OK_GEO
ChIJTf66uL6Lmi0RyNbvM6b6N48,Kolongko Beach,Kabupaten Morowali,Sulawesi Tengah,Kabupaten Morowali,Sulawesi Tengah,,"CX8P+C4, Tudua, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah",,,OK_GEO
ChIJ1zLnfEtjhC0R2XXxcDUDYu4,Danau Alani,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,,"GV64+3JW, Desa, Alani, Buko Selatan, Banggai Islands Regency, Central Sulawesi 94881",,,OK_TEXT
ChIJD2_nyfChhi0RYF9PK3uxaeI,Monumen Teluk Lalong,Kabupaten Luwu,Sulawesi Selatan,,,,KH. Samanhudi,,,NO_MATCH
ChIJG86nrn5lhC0RZXJpDr6noHU,Danau Lemelu,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,,"Desa Emelu, Kec. Buko Selatan, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94881",,,OK_TEXT
ChIJaeAANACPlC0RKEq1Q0h7KDw,Balai Kesenian Desa Campurjo,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,,"Balai Kesenian, Campurjo, Kec. Wonomulyo, Kabupaten Polewali Mandar, Sulawesi Barat 91352",,,OK_GEO
ChIJrxkbYGPTfjIRKMjBgdYbPp8,Kolam Pancing Firtia Desa Lomaya,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,,"J3GM+2Q2, Lomaya, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181",,,OK_GEO
ChIJlyEb15mWlS0Rz61R1dLt2NQ,Danau Paku'E,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,,"RMQM+JXF, Nepo, Kec. Mallusetasi, Kabupaten Barru, Sulawesi Selatan 90753",,,OK_GEO
ChIJiWvN-sszui0RUxBBMWIqYDw,Liang Tarrusu,Kabupaten Kepulauan Selayar,Sulawesi Selatan,,,,"92855, Bontoborusu, Bontoharu, Selayar Islands Regency, South Sulawesi",,,NO_MATCH
ChIJk9cgL1p0lC0R2VUaVM6LO9U,Air Terjun Bulu Langi,Kabupaten Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Sulawesi Selatan,,"PP2P+WHR, Mundan, Kec. Masalle, Kabupaten Enrekang, Sulawesi Selatan 91754",,,OK_TEXT
ChIJJz2gZ19xfjIR8pRllUU_pPs,"Pantai COCONUT BEACH, lolak,Bolaang Mongondow Induk, Sulawesi Utara",Kabupaten Bolaang Mongondow,Sulawesi Utara,Kabupaten Bolaang Mongondow,Sulawesi Utara,,"V2Q6+R23, Lolak, Kec. Lolak, Kabupaten Bolaang Mongondow, Sulawesi Utara",,,OK_GEO
ChIJZYrX-_ixfzIRcv4OrADUSog,Wonderfull Bolsel,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,,"92G2+F8W, Sondana, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara",,,OK_GEO
ChIJxR571GgRjC0RNguFkERBp7A,SABODAM BANGGA 1,Kabupaten Sigi,Sulawesi Tengah,Kabupaten Sigi,Sulawesi Tengah,,"Bangga, Kec. Dolo Sel., Kabupaten Sigi, Sulawesi Tengah 94361",,,OK_TEXT
ChIJQXtLZXbZmy0Rj-PLs0LyUg4,Desa Bungintende,Kabupaten Morowali,Sulawesi Tengah,Kabupaten Morowali,Sulawesi Tengah,,"VH3R+PV9, Bungintende, Kec. Bungku Sel., Kabupaten Morowali, Sulawesi Tengah",,,OK_GEO
ChIJr9r7k2iSmi0RcnmJ9LWcDZw,Pantai FONUASINGKO,Kabupaten Morowali,Sulawesi Tengah,Kabupaten Morowali,Sulawesi Tengah,,"GWCQ+Q5V, Jl. Trans Sulawesi, Bente, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973",,,OK_GEO
ChIJk58aLEGjhi0RAtxTtR_1lfg,Air terjun 801,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,,"3P7W+PC, Hanga-Hanga, Kec. Luwuk Selatan, Kabupaten Banggai, Sulawesi Tengah 94711",,,OK_TEXT
ChIJBXlZ85NHhC0RC5Q3Y0IuLWE,Makakata Beach,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,,"PH48+837, Sisipan, Kec. Batui, Kabupaten Banggai, Sulawesi Tengah",,,OK_TEXT
ChIJl8lCOXZ5hC0Rzr3ZDSM6yog,Makam Imam Syaban dan Lipuadino Lolantang,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,,"G2P9+WRQ, Toi-Toi, Kec. Bulagi Sel., Kabupaten Banggai Kepulauan, Sulawesi Tengah 94882",,,OK_TEXT
ChIJ6a-SO89hlC0RAXQ1i602g1E,Pantai silopo,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,,"GCFW+F6M, Mirring, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat",,,OK_GEO
ChIJH7M52HAreTIR5vIQfqWYn1A,Bendungan desa tabumela,Kabupaten Gorontalo,Gorontalo,Kabupaten Gorontalo,Gorontalo,,"H237+5XG, Tabumela, Kec. Tilango, Kabupaten Gorontalo, Gorontalo 96181",,,OK_GEO
ChIJ1ZIiRGxPvi0R7l6NN4KkeN4,Leang Cina,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,,"Bowong Cindea, Kec. Bungoro, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90617",,,OK_GEO
ChIJyf1sBaqvvi0RGCgFzB5ZFxI,Wisata Manyu-Manyu Campaga,Kabupaten Bantaeng,Sulawesi Selatan,Kabupaten Bantaeng,Sulawesi Selatan,,"G2QF+6FF, Campaga, Kec. Tompobulu, Kabupaten Bantaeng, Sulawesi Selatan 92461",,,OK_GEO
ChIJ2yAJU5hLuS0RW177TWlXzDQ,hutan mangrove arungkeke,Kabupaten Jeneponto,Sulawesi Selatan,Kabupaten Jeneponto,Sulawesi Selatan,,"9R7Q+XX, Arungkeke Pallantikang, Kabupaten Jeneponto, Sulawesi Selatan",,,OK_GEO
