nama_wisata,alamat,kabupaten,provinsi,deskripsi_wisata,sumber_deskripsi
Benteng Otanaha,"Dembe I, Kec. Kota Bar., Kota Gorontalo, Gorontalo 96181, Indonesia",Kota Gorontalo,Gorontalo,"RADARGORONTALO.COM - Benteng Otanaha, sebuah situs bersejarah yang megah di Gorontalo, menawarkan pengalaman wisata unik yang memadukan kekayaan sejarah dengan keindahan alam. Lokasinya yang strategis di atas bukit memberikan pemandangan menakjubkan, menjadikannya destinasi favorit bagi para pencinta sejarah dan wisata alam.",https://www.radargorontalo.com/2026/03/benteng-otanaha-gorontalo-jejak-sejarah.html
Taman Mattirotasi,"XJHF+Q2X, Jl. Bau Massepe, Labukkang, Kec. Ujung, Kota Parepare, Sulawesi Selatan, Indonesia",Kota Parepare,Sulawesi Selatan,Pantai Mattirotasi adalah pantai terpanjang di Kota Parepare yang berlokasi di Jalan Bau Massepe. Panjang pantai ini diperkirakan kurang lebih 4 km dari Kelurahan Sumpang Minangae menuju Pelabuhan Nusantara Parepare.,https://www.detik.com/sulsel/wisata/d-6594141/23-objek-wisata-di-parepare-mulai-pesona-alam-hingga-situs-sejarah
Wisata Bahari Seafood Restaurant,"Bahu Mall Complex, Jl. Wolter Monginsidi No.1, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,"Kalau ada satu tempat yang selalu direkomendasikan untuk kuliner seafood di Manado, nama Wisata Bahari Seafood Restaurant pasti jadi yang pertama.",https://resort.co.id/wisata-bahari-seafood-restaurant/
Rumah Alam Manado Adventure Park,"Jl. Ring Road Jaga IX No.Km, RW.1, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,"Rumah Alam Manado Adventure Park merupakan taman wisata alam dengan berbagai wahana outbond. Di antaranya kolam renang, taman langit, playground , aneka permainan tali, bumi perkemahan, rumah pohon, hingga ATV. Tempat ini juga dilengkapi aneka rumah makan. Menyediakan pula tempat berbagai acara pesta tema outdoor dari ulang tahun hingga pernikahan.",https://travelspromo.com/htm-wisata/rumah-alam-manado-adventure-park/
Alun Alun Kota Polewali,"Pekkabata, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat 91311, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,Merupakan salah satu alun-alun di Kabupaten Polewali Mandar. Alun-alun ini sering digunakan sebagai pusat kemasyarakatan dan tempat berkumpul masyarakat.,https://idalamat.com/alamat/727389/alunalun-kota-polewali-polewali-mandar-sulawesi-barat
Wisata Pantai Topejawa,"Topejawa, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261, Indonesia",Kabupaten Takalar,Sulawesi Selatan,"Kabupaten Takalar memiliki berbagai tempat wisata yang menarik untuk dikunjungi. Tempat wisata yang ada di Takalar sebagian besar merupakan wisata alam seperti pantai, pulau, hingga wisata sejarah.",https://www.detik.com/sulsel/wisata/d-6503703/14-tempat-wisata-di-takalar-yang-populer-dan-menarik-dikunjungi
Masjid Agung Baiturrahim Gorontalo,"G3Q6+24X, Jl. Raja Eyato, Limba B, Kota Sel., Kota Gorontalo, Gorontalo 96134, Indonesia",Kota Gorontalo,Gorontalo,"Masjid Baiturrahim Gorontalo ( bahasa Arab : مسجد بيت إبراهيم غورونتالو ) atau yang lebih dikenal dengan Masjid Agung Baiturrahim ( bahasa Arab : مسجد الجامع بيت ابراهيم ) adalah sebuah masjid bersejarah yang berada di Kota Gorontalo , Provinsi Gorontalo , Indonesia . Masjid ini didirikan pada tahun 1728 oleh Raja Kesultanan Gorontalo pada waktu itu yakni Raja Botutihe . [ 1 ] Masjid ini termasuk salah satu masjid terbesar di Indonesia yang dapat menampung hingga 4.000 Jemaah . [ 2 ]",https://id.wikipedia.org/wiki/Masjid_Baiturrahim_Gorontalo
Titik Nol KM Sulsel,"9FHC+4VM, tanjung, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,"Hai sobat wisata , buat kamu yang suka traveling menjajaki tempat wisata yuukk ke Titik Nol Sulawesi. Tempat ini merupakan salah satu destinasi wisata baru yang ada di Kabupaten Bulukumba.",https://www.kompasiana.com/meryamputrimohta/5e0979c5097f365e3e66b682/weekend-di-titik-nol-sulawesi
Pantai Pohon Cinta,"Wisata Pohon Cinta, Pohuwato Tim., Kec. Marisa, Kabupaten Pohuwato, Gorontalo 96266, Indonesia",Kabupaten Pohuwato,Gorontalo,Pantai Pohon Cinta menjadi salah satu destinasi wisata yang tidak boleh terlewat jika berkunjung ke Gorontalo. Lokasi pantai ini berada di Desa Pohuwato dan memiliki pemandangan matahari terbenam yang indah. Pasir putih dan air lautnya yang biru memiliki daya tarik tersendiri. Selain pemandangannya berwisata kuliner di restoran yang terletak di tepi pantai juga tak kalah mengasyikkan.,https://travelspromo.com/htm-wisata/pantai-pohon-cinta-pohuwato/
Benteng Keraton Kesultanan Buton (Negeri Khalifatul Khamis),"GJG2+4W6, Jl. Labuke, Melai, Kec. Murhum, Kota Bau-Bau, Sulawesi Tenggara 93713, Indonesia",Kota Bau-Bau,Sulawesi Tenggara,"Benteng Kesultanan Buton merupakan salah satu objek wisata bersejarah di Bau-bau , Sulawesi Tenggara . Benteng ini merupakan bekas ibu kota Kesultanan Buton memiliki bentuk arsitek yang cukup unik, terbuat dari batu kapur /gunung. Benteng yang berbentuk lingkaran ini dengan panjang keliling 2.740 meter. Benteng Keraton Buton mendapat penghargaan dari Museum Rekor Indonesia ( MURI ) dan Guiness Book Record yang dikeluarkan bulan September 2006 sebagai benteng terluas di dunia dengan luas sekitar 23,375 hektare .",https://id.wikipedia.org/wiki/Benteng_Keraton_Buton
Taman Berkat (GODBLESS PARK) Manado,"FR8H+WJG, Jl. Piere Tendean, Sario Utara, Kec. Sario, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,"6 days ago · KURANG TERAWAT - Kondisi Taman Berkat atau Godbless Park Kota Manado, Sulawesi Utara kembali menjadi sorotan. Tempat wisata religi yang berada di Jalan Piere Tendean, Kecamatan Sario itu tampak kurang terawat, pada Senin (13/4/2026). Taman Berkat atau Godbless Park Kota Manado tampak kurang terawat ...",https://manado.tribunnews.com/manado/1872314/taman-berkat-manado-memprihatinkan-dinding-gedung-dipenuhi-coretan-vandalisme
Pantai Kilo 5,"Pantai Kilo 5, Jl. Dr. Moh. Hatta, Bukit Mambual, Kec. Luwuk Selatan, Kabupaten Banggai, Sulawesi Tengah, Indonesia",Kabupaten Banggai,Sulawesi Tengah,2. Pantai Kilo 5 Pantai Kilo 5 berlokasi di Jalan Dr. Moh. Hatta dan hanya 10–15 menit dari pusat Luwuk. Namanya berasal dari jaraknya yang tepat lima kilometer dari titik nol kota.,https://www.mengerti.id/travel-kuliner/66416391668/surga-tersembunyi-5-wisata-terindah-di-kabupaten-banggai-2025-air-terjun-hingga-pantai-eksotis
Wisata Pantai Bintang Galesong,"Jl. Karaeng Salamaka Kassi Lompo, Boddia, Kec. Galesong, Kabupaten Takalar, Sulawesi Selatan 92255, Indonesia",Kabupaten Takalar,Sulawesi Selatan,Jika sedang mencari tempat wisata pantai yang ada kolam renangnya di Takalar maka bisa coba berkunjung ke Pantai Bintang Galesong yang memiliki pemandangan yang indah. Cocok jadi tempat liburan bersama teman atau keluarga di akhir pekan.,https://www.pantaipedia.com/pantai-bintang-galesong/
Bukit Kasih Kanonang,"5Q88+49Q, Jl. Kawangkoan-Kanonang, Kanonang Empat, Kec. Kawangkoan Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,"Bukit Kasih yang memiliki nama resmi Bukit Kasih Toar Lumimu'ut Kanonang [ 1 ] adalah salah satu tempat pariwisata di Provinsi Sulawesi Utara . Di Bukit Kasih ini terdapat monumen. Bukit Kasih ini terletak sekitar 55 km arah selatan Manado , tepatnya di Desa Kanonang Empat , Kecamatan Kawangkoan Barat , Kabupaten Minahasa . Bukit Kasih ini merupakan bukit belerang yang masih alami. Di tempat ini perasaan kasih wisatawan akan digugah. [ 2 ]",https://id.wikipedia.org/wiki/Bukit_Kasih
Kurenai Beach Resort,"Botubarani, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96111, Indonesia",Kabupaten Bone Bolango,Gorontalo,"ZONAJAKARTA.com - Pantai Kurenai yang terletak di Gorontalo, Sulawesi Selatan merupakan salah satu objek wisata pantai populer di Bone Bolango .",https://www.zonajakarta.com/lifestyle/6737592073/wisata-gorontalo-pantai-kurenai-yang-indah-tawarkan-pasir-putih-nan-mempesona-hanya-20-menit-dari-kota
Paputo Beach,"Paputo Beach, Jl. Latassakka, Lumpue, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91123, Indonesia",Kota Parepare,Sulawesi Selatan,"Asmo Sulsel - Pantai Pasir Putih Tonrangeng atau dikenal dengan singkatan Paputo, kini menjadi salah satu tempat wisata baru di Kelurahan Lumpu, Kecamatan Bacukiki Barat, Kota Parepare. Belakangan ini, Paputo memiliki banyak peminat. Baik di dalam, maupun wisatawan dari luar Kota Parepare.",https://ikatanmotorhondamakassar.com/read/Kopdar/30482-Indahnya-Wisata-Pantai-Pasir-Putih-Tonrangeng-Paputo
Danau Perintis,"Huluduotamo, Kec. Suwawa, Kabupaten Bone Bolango, Gorontalo 96121, Indonesia",Kabupaten Bone Bolango,Gorontalo,"Danau perintis yang ada di Bone Bolango, Gorontalo menjadi destinasi wisata favorit untuk menyambut sunset di sore hari.",https://www.msn.com/id-id/travel/perjalanan-asia/danau-perintis-bone-bolango-wisata-alam-gorontalo-yang-jadi-pusat-ekonomi-baru-masyarakat-lokal/ar-AA1ONz1O
Pantai Malalayang,"Jalan Laut Sulawesi, Malalayang Dua, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,"Kota Manado, yang terletak di tepi pantai, menawarkan beragam objek wisata pantai yang menarik. Salah satunya adalah Pantai Malalayang yang terletak di wilayah Kecamatan Malalayang.",https://auto2000.co.id/berita-dan-tips/tempat-wisata-di-manado-tips
Kendari Beach,"Jl. Sultan Hasanuddin No.27, Punggaloba, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93123, Indonesia",Kota Kendari,Sulawesi Tenggara,"KOMPAS.com - Kendari Beach terletak di Jalan Sultan Hasanuddin No 27, Punggaloba, Kecamatan Kendari Barat, Kota Kendari, Sulawesi Tenggara.",https://makassar.kompas.com/read/2023/09/29/160350678/kendari-beach-tempat-nongkrong-melihat-sunset-di-kota-kendari
Makatete Hills,"Warembungan, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,"Tempat wisata ini ramah untuk keluarga, pasangan, bahkan solo traveler yang butuh suasana baru. Lokasi dan Panduan Rute. Makatete Hills merupakan puncak bukit yang berada di Desa Warembungan, Pineleng, Kabupaten Minahasa.",https://www.msn.com/id-id/berita/other/makatete-hills-manadosulawesi-utara-daya-tariktiket-masuk-and-lokasi/ar-AA1MfbSY
Pantai Kilo Lima,"Pantai Kilo Lima, Jl. Dr. Moh. Hatta No.129, pantai Km5, Kec. Luwuk Selatan, Kabupaten Banggai, Sulawesi Tengah, Indonesia",Kabupaten Banggai,Sulawesi Tengah,"Objek wisata ini ramai dikunjungi oleh masyarakat kota Luwuk karena letaknya dekat dari kota. Deretan kios, kafe serta warung makan menjadi pemandangan khas. Ombak pun Beriring menghempas pantai mengiringi keceriaan pengunjung. Bersampan, berenang, ski atau selancar merupakan atraksi yang dapat dilakukan di pantai Kilo Lima. Usai atraksi pengunjung dapat melepas kepenatan sembari menikmati makanan khas seperti nasi goreng, pisang goreng atau minuman segar.",https://id.wikipedia.org/wiki/Kabupaten_Banggai
Dermaga I Rammang-Rammang,"3H8X+W37, Salenrang, Kec. Bontoa, Kabupaten Maros, Sulawesi Selatan 90554, Indonesia",Kabupaten Maros,Sulawesi Selatan,"Rammang-rammang di Maros populer akan gugusan batu karst yang menghampar di tepi sungai.Di sini sering disebut sebagai dermaga 1 Rammang-rammang.Wisata perahu susur sungai, cocok bagi Anda yang takut berperahu di laut.",https://travel.detik.com/cerita-perjalanan/d-5397324/rammang-rammang-keindahan-bukit-karst-dari-maros
Taman Wisata Puncak Bila Sidrap,"Jalan Poros Pare, Bila Riase, Kec. Pitu Riase, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91691, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,"Kabupaten Sidenreng Rappang ( Bugis : ᨓᨊᨘᨓ ᨔᨗᨉᨙᨋᨙ ᨑᨄ; atau juga dikenal dengan akronim: Sidrap ) adalah salah satu kabupaten di Provinsi Sulawesi Selatan , Indonesia . Ibu kota kabupaten ini terletak di Pangkajene Sidenreng . Kabupaten Sidenreng Rappang memiliki luas wilayah 1.102,10 km 2 dan berpenduduk sebanyak 330.198 jiwa, pada pertengahan tahun 2024 . [ 2 ] [ 3 ]",https://id.wikipedia.org/wiki/Kabupaten_Sidenreng_Rappang
Pantai Tanjung Karang,"Pantai Tanjung Karang, Labuan Bajo, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",Kabupaten Donggala,Sulawesi Tengah,"Di kalangan masyarakat Sulawesi Tengah khususnya di Kota Palu, Pantai Tanjung Karang yang berlokasi di Kabupaten Donggala merupakan salah satu tempat wisata yang cukup familiar bahkan telah banyak dikunjungi wisatawan mancanegara khususnya dari Eropa dan Australia. Setiap tahunnya, kunjungan turis domestik maupun internasional dari berbagai daerah dan Negara mengalami peningkatan yang signifikan setiap tahunnya untuk sekedar menikmati indahnya hamparan pantai pasir putih ataupun untuk melakukan aktivitas snorkling/diving di area Pantai Tanjung Karang.",https://pariwisata.sultengprov.go.id/data-pariwisata/daya-tarik-wisata/dtw-kabupaten-donggala/73-pantai-tanjung-karang.html
Dermaga Dua Rammang Rammang,"Desa Salendrang, 3JF5+X28, Bontonlempangan, Kec. Bontoa, Kabupaten Maros, Sulawesi Selatan 90554, Indonesia",Kabupaten Maros,Sulawesi Selatan,"""Jantung objek wisata Rammang-Rammang ini memang ada di kampung Berua. Di kampung ini luar biasa, semua masih sangat asri, lingkungannya dan juga masyarakatnya.",https://travel.detik.com/domestic-destination/d-4127537/takjub-dengan-lembah-karst-rammang-rammang-makin-hits-pula
pantai kamali,"Jl. Mayjend. Sutoyo, Wale, Kec. Wolio, Kota Bau-Bau, Sulawesi Tenggara 93717, Indonesia",Kota Bau-Bau,Sulawesi Tenggara,"Bila berkunjung ke suatu daerah, pasti ada destinasi wisata yang paling menonjol. Begitu juga bila berkunjung ke Sulawesi Tenggara, tepatnya di Kepulauan Buton, Kota Bau-Bau. Di sana terdapat satu destinasi wisata yang paling menonjol dan menjadi kebanggaan masyarakat sekaligus ikon Kota Bau-Bau. Destinasi wisata tersebut adalah Pantai Kamali.",https://jelajahpantai.com/pantai-kamali/
Taman Hutan Kota Palu,"4VJM+7RP, Talise, Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94118, Indonesia",Kota Palu,Sulawesi Tengah,"Palu merupakan kota yang terletak di Sulawesi Tengah, berbatasan dengan Kabupaten Donggala di sebelah barat dan utara, Kabupaten Sigi di sebelah selatan. Wisata di Palu cukup hits dengan menawarkan beragam atraksi mulai dari bangunan unik hingga alam yang menakjubkan.",https://id.theasianparent.com/wisata-di-palu
Sierra Sky View,"Jl. Poros Malino, Pattapang, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92111, Indonesia",Kabupaten Gowa,Sulawesi Selatan,Sierra Sky View memberikan suasana yang unik seperti di luar negeri...Versi 1.6 (16-10-2025). Perbaikan Bug Informasi Cuaca. Pembaruan Menu Jumlah Penduduk Kabupaten Gowa.,https://smartcity.gowakab.go.id/wisata_buatan
Wisata Hiu Paus Botubarani Gorontalo,"Jl. Trans Sulawesi No.18, Botubarani, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96117, Indonesia",Kabupaten Bone Bolango,Gorontalo,"KOMPAS.com - Apakah kamu tengah mencari wisata unik yang menantang adrenalin? Jika iya, maka wisata hius paus di Gorontalo bisa menjadi alternatif destinasi.",https://travel.kompas.com/read/2023/09/10/220300027/wisata-hiu-paus-di-gorontalo-bisa-diving-dan-foto-bareng
Pulau Wisata Bokori,"Pulau Wisata Bokori, Tapulaga, Soropia, Kabupaten Konawe, Sulawesi Tenggara, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,"Bokori berasal dari kata boko dan ri . Dalam bahasa bajo, boko artinya penyu, sedangkan ri artinya tempat. Sehingga, bokori artinya tempat bertelurnya penyu.",https://regional.kompas.com/read/2022/10/26/202917978/pulau-bokori-sejarah-daya-tarik-rute-dan-biaya
Pantai Ide,"F8MR+VWJ, Magani, Kec. Nuha, Kabupaten Luwu Timur, Sulawesi Selatan 92983, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,"Di Kabupaten Luwu Timur sendiri, fasilitas-fasilitas atau objek-objek publik seperti objek wisata pun akan mandapat imbasnya. Salah satunya, Pantai Ide yang terletak di Danau Matano, Sorowako.",https://timur-online.com/karena-corona-objek-wisata-pantai-ide-ditutup/
Pantai Biru,"Tj. Merdeka, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224, Indonesia",Kota Makassar,Sulawesi Selatan,"Pantai Biru Makassar hadir dengan konsep berbeda dengan wisata pantai lain yang ada di Kota Makassar, Sulawesi Selatan (Sulsel). Destinasi wisata pantai Makassar ini menyediakan lokasi khusus bagi warga yang ingin menggelar pesta pernikahan outdoor, dilengkapi dengan keindahan pantai yang memanjakan mata.",https://www.detik.com/sulsel/wisata/d-6100544/pesona-pantai-biru-makassar-sediakan-lokasi-pesta-pernikahan-outdoor
Taman dan Pantai Bahari Polewali,"Mammi, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,"Polewali Mandar merupakan nama salah satu kabupaten yang terletak di Sulawesi Barat . Daerah ini memiliki garis pantai memukau sepanjang Selat Makassar, menawarkan berbagai destinasi wisata yang menarik dan cocok dikunjungi.",https://sulsel.idntimes.com/travel/destination/5-wisata-pantai-di-polewali-mandar-ramai-dikunjungi-wisatawan-01-954ls-6dm4rb
Samalona island,"V8FV+WFM, Lae-Lae, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan, Indonesia",Kota Makassar,Sulawesi Selatan,"Pantai di Pulau Samalona memiliki pasir putih yang halus dan air laut yang jernih nan segar. Pantai ini juga bisa dijadikan spot foto bagi para pengunjung. Di sini pengunjung bisa bersantai sambil menikmati panorama sekitar dan menikmati buah kelapa. Selain itu, saat senja, pengunjung juga bisa melihat bagaimana tenggelamnya matahari dengan suasana langit berwarna jingga yang menawan. [ 1 ]",https://id.wikipedia.org/wiki/Pulau_Samalona
Kebun Raya Kendari,"XH2G+QV8, Jalan Kebun Raya Nanga-Nanga, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93237, Indonesia",Kota Kendari,Sulawesi Tenggara,"Kebun Raya Kendari merupakan destinasi wisata alam di Sulawesi Tenggara (Sultra) yang menggabungkan konservasi, edukasi, dan rekreasi hijau dalam satu kawasan. Lokasinya yang strategis di Kota Kendari menjadikannya salah satu tempat favorit bagi wisatawan lokal maupun luar daerah.",https://www.detik.com/sulsel/berita/d-8086956/kebun-raya-kendari-kawasan-konservasi-edukasi-dan-wisata-hijau-di-sultra
Kebun Denassa (Denassa Botanical Garden),"MC5P+22H, Tamallayang, Kec. Bontonompo, Kabupaten Gowa, Sulawesi Selatan 92153, Indonesia",Kabupaten Gowa,Sulawesi Selatan,"Di Kelurahan Bontonompo terdapat Kebun Denassa atau Denassa Botanical Garden (DBG) [ 2 ] yang terletak di Bontoa, Lingkungan Bontorannu. Area konservasi dan wisata ini didirikan oleh Darmawan Denassa , tokoh literasi dan lingkungan hidup Sulawesi Selatan penerima Kalpataru kategori Perintis Lingkungan dari Presiden RI. Pada tahun 2022 Bontoa dengan kemitraan Himpunan Mahasiswa Jurusan (HMJ) Teknologi Pertanian UNM didesain menjadi Kampung Herbal melalui Program Peningkatan Kapasitas (PPK) Organisasi Mahasiswa (Ormawa) bermitra dengan Kemendikbud Ristek Dikti RI dengan Kebun Denassa .","https://id.wikipedia.org/wiki/Bontonompo,_Bontonompo,_Gowa"
Pantai Nirwana,"Pantai Nirwana, Sulawesi Tenggara, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,"Pantai Nirwana: Tips, Harga Tiket, Kuliner, Lokasi, Fasilitas dan Spot – Pernahkah kamu merasa ingin kabur dari hiruk pikuk kehidupan, mencari tempat di mana waktu seolah berhenti dan kedamaian menjadi satu-satunya mata uang yang berlaku? Hai, para pencari surga tersembunyi! Kalau iya, bersiaplah, karena kali ini kita akan berlayar menuju sebuah oase ketenangan bernama Pantai Nirwana. Bukan sekadar pantai biasa, Nirwana menjanjikan pengalaman yang lebih dari sekadar pasir putih dan deburan ombak. Ini adalah tentang menemukan kembali diri sendiri di tengah keindahan alam yang memukau.",https://wisatago.com/pantai-nirwana/
