nama_wisata,alamat,rating,jumlah_review,kategori,image,lat,long,place_id
AIR TERJUN KAREMOTINGGE,"2WMR+HJ5, Tawainalu, Kec. Tirawuta, Kabupaten Kolaka Timur, Sulawesi Tenggara 93572, Indonesia",4.5,12,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEXSAYimeE6QbiNx4zWNWaejw8RmGSKI7RYJZ-RKhAo33bYjDyNOGJEnFZPAy3UgKVmky6a4z6NhwrXwgWGBCTo3pWuVKaHd3DDAuafxQmsp7yLYAOXseXCiGp2-tILQJJNNq7kZ1t-5izR5dGkgJbi7N_tthVfUH9DaujKwNsXgfjeqUmGTMMzVda6VrHJMWyNQmvnUw3UndQStqycTA0D2b_2H3xMbb8tOMoWft0Uqt_BPtA_KwqeKSLynyTIoyzzKk85rJk1Adx4FdB5yrZrJ9YxV2o1FyU-4nR20G9gzqt4Ls5G1uzIb8z3sKmJbKu9VZcESYyXwckIv_Cm4EuxAdJi6jjI5vuzBYEVBsbH6yrGQ3o5KrzBs826VWe-BA6WSLBloV3PLTHXWFR0NbbNzMvK-5mOSBF3qGq8xD2Am_sUTEFSK7GWw_7IdGZ0&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.9661001,121.9416226,ChIJReWWCmU_mC0R_12F7WFFg0s
Bendungan Ladongi,"RVXQ+HP4, Atula, Kec. Ladongi, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",4.2,21,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEYaiJb_d0zr5OvnJWrbhzSlZ15bcyF74nytDUJ_qgfx3EqQ498G3lCIAvFncIWxEGGWg3fdyr9ixM5HKvbCGmTSz-IeSz3PkhW6VGBfcimkm-vBJgcW959nMU3ytPMiLAe9wpDztk4Y_Q3fHRV3Gwg00XVRJTx6mhd_ApiQO5osm2_pQT7RMwJB09MwKDJzptdLH5q3NPyf6Spo6yzqAmQBwdpDJxubm-2Kqq16NEq2fyXpXSZi2zSolVBYQG27o6sojHJjI8xcnVNVYHZUE3f_SmZm3oF6gXqeqkjrZSD9IEWT6MZH-IQ2IxRwCYQak0Mprg61Y707RVkVG0O4cUUZmGaHlZc-6XWCcMMIivgGZu02JakA0bY8b2SP7Pmj1C9g26IFrsBoUFZ2j8Zg5-sCOQGZw46F7d_5i8FOf8iIg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.1511225,121.8893184,ChIJRwfAVS4RmC0R8szbTgdOaGs
Pantai Kayuangin,"Pantai Kayuangin, Sani Sani, Samaturu, Kolaka Regency, South East Sulawesi 93915, Indonesia",4.6,39,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEPZiWNiFVue4oyfh8_EU8eIJnn78gNcSUmfbD22byCr6nGm4aphFOwnaG4a7kkAAat5DCU2tAD3lEBwAE7LJndGfxHH6oMsl9cBTnvTgPFFYuJCAt6rnMfKsyGKmfh6OqEyq3z58Ekr8jrtpkcOkFZ9yU8lMPpwANAmD8WgYasKAGr1iWIUDIaoQyHLZprLLxLYKVWl_90LMNkDRYWFCE7uPRa78hVya5phDqwe9IYpq29WfFQH79BQBBesbecWssOgBj3UnZhbPbRkYRha3NAZIqFuDfCkO7BTnm8znEb4pNoQL5VtAjNaIZx0pRqhFQlyOq1_h6nBLj2jXrYfrHFdZKw4nDuPC5mzqT7hIfax1xHAFQIzBuFjpEMvwgzqXj8bAi0zPPflroou0lx9wFiyEHZ7XEFAm1qh5juDKjSeA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.0217086,121.44569,ChIJAwAAAJCNly0RXVF60KXC9Ak
Pantai Harapan Pomalaa,"Pantai Harapan Pomalaa, Pantai Harapan, Kec. Pomalaa, Kabupaten Kolaka, Sulawesi Tenggara 93562, Indonesia",4.1,41,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFPfNcLUNHLRK8uPVKcdQYePKHlgsrbDMKsRicmdeiMMKccEjyAqQD3jzjwSWYmyIk8akf1SBKb1sk8jvBleHie1rDOR4AZvAy5BKItFGiL1RUXgfFseBovcc-izPiMP_RwDD75t7oMRMJVQUpdV1fdNV4iotRyLVy8-kjBXEnjnn6Z6PjJevaQj8oeFOsnoeFJ-h9-EC4OduUgJVcUR9j6AveMuCDh5ODnH7Pmi1uoNWZ8zv2u4EjUr4pL1zYxbdDacyIaa0EwkrC6jEKrZWonRejzgqEFphqgLLhZqhPhEwU2YKtwLCUxtgxEkns5qP-x6odNL2xyGWXVA1aE5hABLS3BZR3Q_o0JPMmpRqcEEJx9gU-VAN7HWzzrvlcP2xhH3AK74VbUPvWimT6DeNY8w7d_FgoO4a1IHm06egsPKeax&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.188113899999999,121.5888963,ChIJsXAtDDb4ly0RwgFRqYurU8U
PANTAI DELON,"Q2VP+XV4, Olo Oloho, Kec. Pakue, Kabupaten Kolaka Utara, Sulawesi Tenggara, Indonesia",4.6,13,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGpfVf63RII2z7ZVG0CAq_TnRvRCU6XPyc6AGMaGacOAsJ7KmsyNISQi983JWXwmTcAHigEeONWr9GivbbruoKnWPvdJlwR-_4-izSD8sz0WM6lT3skdXqjupWJuEbytQy42Xao50giyCnOncI9TwcvXPjQE18RLERJYFdhEDuH9YchVzCMKxElM_uWV38qkbjQlDfZPAyZKAIU3EEWS0Ip-KRtjYhRR6KSBYvLq7avnnTdxrekKTn36-LkGPFU3tXHYtCtrZjd_iDInjwKz8jnJzTHf9cvG0dsGm65jqFyE7ieEozfHHCq6ngWHcVRa6bL6qDvv08wRSXGISAygFqMh8u9Mwhbr_pVJqwV8C5xgAd93o9KjyZrctPqvjOGbnHIu8xsjTWYe_pW7EOeWMzAXhv7Dof8XJXrFz8GtjQp8ULk&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.2051075,121.0372128,ChIJD9mYCoXTkC0RUe2sALClqpQ
Pantai Juanda Lestari,"JGQ9+377, Palewai, Tanggetada, Kabupaten Kolaka, Sulawesi Tenggara 93563, Indonesia",4.2,29,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEERaLQFjkLGruh-Jd2dkEpOdEcdtZuQVWuG0PBL925e2oqvyJIPJQVYzL54ghhYd6RrMQMvhc4vPs7ACGJVF9fBlGlu8TAWe7GXNkZnSgzajs1PmLj2VMw7CQDGmWpXTN-wJ_Y0J9XtkpQGI1fA6YKwtHcTwkF5Rpei0oD4nf4aGw2G_mWi30fpokiJq_c0dyc6cHrXTcaBoY-1k2ggpoW6OI7e0JuWVAnUuzM0MXxgj4Bn9njG7dSeOWA-suHLHBB-pav1pcICI8_kAIWnf34I4IQu0L7s8P21yTGCWUjoiSMCPNtOCHa7u2zeeZmheCs4G2oUr7H-84_ILLigzhQP2LzQvDkjtubuOaDZhZJbAa_1cuMdlCdFtxf0O7CgjII1cDiYh1OHJ3P_N_9h-wu90F71gnf-nd9QDeQfl9uNY34&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.3623387,121.51816,ChIJ7xy0jrRXvS0RbjaXWAE_TPI
Pantai Kayuangin,"XFP3+5R4, Desa Liku, Samaturu, Kolaka Regency, South East Sulawesi, Indonesia",4.2,63,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEG__Raad0j7Q7bXuY0OveyNjXqqaeWbx8xxKzOTlgMX6_S6_XbHUEzSexlIz4KXnZ9DvQunQxUifDqNdPQKVTVrVeUY5tO8uIG9n5eNqtM3XQDXtCZ88QnMnkxYRgzGFN6tUPjA7r52qaQi3ofLYj6QvhNFV24nu3pcaYTIE62l_4BPiPhm_YBaF6NjoPkJTj_hlU6jaKzNR0Fq7hWbx1rktfFjisLSgxs7kEMFrN8NzTT3CTxDIIugise3MdxgpfNqUN4IJOufA8f-W-fz81KYBkwmjGSh-QqP2Fh83CuvLlPTQ8-VTtQjJXDUyfyUoZsYTV16yQTQm7hQNW7bzKLpt-n1TLLTkWnBKWleRswJWbDyJPD1MEk3YFE4OccscyjeDaxIm4G2l2c1e0ep1_B8_FBOXHA04sL4niEvOsXZCzM5h7_V2kIAvJSRB0lz&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.0146046,121.4545673,ChIJE5F8D5GNly0RfpMTpMrQXks
Pantai Tondowolio,"HGRC+WJ4, Tondowolio, Tanggetada, Kabupaten Kolaka, Sulawesi Tenggara 93563, Indonesia",4.7,6,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGaAaLbiyxa8EUogwzhkRtytolfz1ggEkPTfbAcMbU5GBjoAkGPoVuNeg2W73aza2DgVJcAHsts4BQTGxzom2jvb9DU6hjMrWgykWGgWzqlJNH3zBUjk1BrC_JrHVXFx7s5ciYJ8gSUA1YwHw6kokhp0U7KmRd2InTYbYaeYZiJxKgsWFKlPq6TGbNshOvj429xyGAElr2LPqThVZrx72AtME29NAWHI26W-aWMqavJwzNiIitQ2B9S0bu1I22XTgCU2cVIMrHj3cxkDhQ1tOdkDPMU4Jhg7sSJxxF3rLLZ_fQH2U2TtVNY-ztBivJpCQU6irZDwZ9euvkK5y4V0-G7yTk3fL8qW_S6DwKsFKIeR5CNYKuksX43srnPkH9C1OT9wkTDP18r_6y5dJVqZ8529JvYuRZiuBz-q_mIVW1fTbD0&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.4086469,121.5209911,ChIJD6IRpU9RvS0RGAGPfrPWnn8
PANTAI KEI-KEI,"Kaloloa, Kec. Samaturu, Kabupaten Kolaka, Sulawesi Tenggara, Indonesia",4.6,5,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEalU7serYje325TKysh5Cj5DvIPKRaPGFliLXunZoz6XkhAm_Xp1UBk_6T5RxwvLi4f6Yc2tzIibcvA13gGpwp0r_7FTwT-gyGUi-K5kvPuhtUGeuG7XPABm26euKWOVW28ImyJh6FpimmfigqH-x1x3vvh0yA9SXid1ManosCinqHmOd92aqb37muFjuNFrDUdNi73GYavKV4OFgqBLNEytbqzTSTKQ6QqgxgLkdadHRrF4yr0OWrOZ7utbt859kLVmkfiqp2oIH2WATd25ctBbvae9CHAqvdlKXXak2npC4nyniB3Tu1FRfkmw__zf-iaeKMf5TRvz_NJFmlXa2vGfWlTIavACmQxUACfebOhudK0Dw55-Wtob6J0E0PulHM11O_n3glBtjxr0uxUhtIT-B9acCry46leiribZCNNfDU&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.9961765,121.3609886,ChIJZdf3RiiTly0RzNpDDiMBzcI
Air terjun penanggootu,"JVWM+MMQ, Penanggootu, Kec. Lambandia, Kabupaten Kolaka Timur, Sulawesi Tenggara 93573, Indonesia",5.0,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHuwnOiix5_asGfXNga01_UsxANeklXW_-kSMXOZ6GpbmeRktXh4v7HWyoDweR7XsqqX0kk9JM2NHV4Q5nMqN0gu97qqXGgvCYInYlkNVbPj6i-GIvlq_AOn89MXwGU_4ZQKZ5EOB125Mu9oUVjqYSKWGTZRLvDv2SlOUmz12gPuayWw0SAYKcVRqAV08P8FXUpq6tb8cXCxB0LDHcocyjf5E4O5sKj2lautEZXJsg5ZAwlXaY5VL0MyTipgwGvD3_vOLeI9zE5n1KWUrQfx6NENhKE8Dghf_r09bfengsvCrbUTDX3j2tXB1NmzaSdz77CdSKf85-mBsOxnEEXVmJ0OPjk4VpApUf6U7l8Pud4Pv0KcYzi4LEtxP6GzP2rzkIrCvt-VBYwya-IVaaRsPJv-AaVEkEavbmK93C8pxHf8M5M&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.3532875,121.8842344,ChIJl9R5X2Knoi0RlOY-PlcKeFc
Gunung mondoke,"JVQ5+948, Iwoimea Jaya, Kec. Lambandia, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",0.0,0,Wisata Alam,,-4.361596899999999,121.857833,ChIJZxBFEwCnoi0R5M1ElbCEwFo
Pegunungan Mekongga,"Pegunungan Mekongga, Alaaha, Kec. Uluiwoi, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",0.0,0,Wisata Alam,,-3.6908333,121.2977778,ChIJSZUKxYJ0ly0RgMoA6xZpV-4
danau biru,"MWXR+FJQ, Penanggo Jaya, Kec. Lambandia, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",0.0,0,Wisata Alam,,-4.3012919,121.9416226,ChIJ_6asMAChoi0Roft9NXq95P8
Danau Arupe,"QCFJ+84M, Salu Dongka, Kec. Pakue Utara, Kabupaten Kolaka Utara, Sulawesi Tenggara, Indonesia",0.0,0,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGduyP7R_0H3Zs5fDJVXcMN4yGJbJXaOojem6CVQQwuF84a2IFe7egeELQwsA6EVPuBUi2H1SUJvxtfRlj1bXUHJB6BdufJ_YdjFkToT73RM9OEcsSCUBMEyFJnzJSGQgy-gphUa_nyWER6jf5kXJaxQ4S_Ir926jMQqwET5_hOD-gsV5Sx_hr6_AWYZDV7-PBSeNrGQFDCpijC8xoT_uGm_WGSqEelcHXgPHdC04Foi5O5NOjYJUwtQ6oHhbwB43ngy0BPayXoACRk1i6Ncjy5Yys8-G1wv-r1txIJo4SHtQptknF28a4bMd06nJM7zdBgwWSjOIR_mlGT6EaDNFF3p1Rt1HazBDV8RSxTibysDtQYfn9noQCUOFU8RdRPby958LqudTP6iAC4QT_gTAu6cT1UX3f8k2yFzt8un8j9o4WJKCIcTgVP1jtOUjI6&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.2266602,121.4303019,ChIJKdOdfABNly0RrD1Ru6H6Bdk
Bukit Anggowala,"Bukit Anggowala, Huko Huko, Kec. Pomalaa, Kabupaten Kolaka, Sulawesi Tenggara, Indonesia",5.0,1,Wisata Alam,,-4.25,121.7333333,ChIJZ-uemLkGmC0ReC84K7GWrMo
"Gepsultra, Jemaat Bukit Hermon Awiu.","JRRC+F8, Pekorea, Kec. Lambandia, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",5.0,2,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE-g7m4YMApHL0zR65KA6aFq2hoeuMZwB-p4XLE4-R3wA5X37fo3hqMFru_XnD5ywXbYsXAPmVo3qieh_wzZzPlr8YytdUnDvA7L82xcVYT0amN-7-L-fuUEnb7JMPXqit5xsEZerGCSG5rUn2sqsMEEfmetGmDjQnQHoxF7Jh6VbrsCYgzB2N3eRe9zleHpgpZpK4O9dki1qEruDfbuPKabgiFAOK6jxy7KbHrT6SJoCg1jsJ9UUOE_vjNVyZhbelkEX-3Fb-0NRGP8n5mpDFjrZngJMJuYyOy85mLE3AHzbXZk9BcScaOd2Xr4V-WRijZwmMdbUZY3ZIBORoP4olduQua6n4Kzs3i-u522kndWIOwHZkX2KiseNaMcLsB1bdItETe1vxLESzXB8Fa7Cq_x_w_d5tdyWDopdvZBDJEjRcM4ISFMZEAQBBHQQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.358783,121.820805,ChIJ0Xx6bACnoi0RFd5mG7VWl5I
Bukit Teletubbies,"FRMW+X47, Morengke, Kec. Mata Usu, Kabupaten Bombana, Sulawesi Tenggara, Indonesia",0.0,0,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEH7WamXMfOdK4Ipu9b5d7aY4Zqcg_GhjZgxB3tZBSffymiz14dBV5OjD7zfgvuwFooo4mNMut8pujm5MymK6g_bSf98r_TMNqByTWcO-_ARTqhXX_vmoKFKh6_dLvqFyozNotGKofVmCdJS-rCSWmk2M7XwjjjzTQdknvXng4dXvWeq_8YmmFQNf6EOqDMdaJ24_z4u-Vf8WvIyadnyBCuYgKjlHoAQESUu7mm3dybaR79hUEiktAhWCrtdduT2ViyMPjGA9U_SWOz5DOoxlK6OYNmoZL2rwc9uU0tn3QGDstNIzfYpzIyqu6KZ9G2lKLlop9UJ2o7So94hSnddFJqiidS3iyxV3o6fbaa_LXVIJCUF1phyAc259dJjSzrcNZc3u7n2u9Ml2LC0RyqokSIVCSE4u95u90p2P9R3ZljG1IE3Tx_V-O_D9rAH0w&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.5150976,121.8453024,ChIJTZcyGgC5oi0RgbYsEpxQaxU
Bukit Tinabitte,"FVRC+MFW, Tinabite, Kec. Lantari Jaya, Kabupaten Bombana, Sulawesi Tenggara, Indonesia",4.4,10,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHZmpoO4VvBdXFb3ZsIMXiCEQlMUJr0Ey5X8Gil32SROxljwkSASoAhjJ6KdiCTNPCm51PWUbscivnRUxMf6hRPuWCi16KFgarEEWkPa_H_EXfU4uWW3gLpAVYlIFM9-YbJx6kQ7QFVfWKeXOK-7-zlgVKiXmZC7YEvLunjZJJGsGKk7v75ZXSiTFuRLR5I4UUiZeXX-_x5UsexsN_icIUrbbjQDn9GIlhnNEew9k-FgXCqMh6lD511-SGWcYaCWdr3zQssVPHgDsB0ejcmbl0-ywSnbigREmVX6gEyTr1qv4Xxu8oS81ryFCvIDS9VT9wD04nC5p74YvsxCIcK31k5sqE77E6vzmVbxX-bhdrQJn2zhwv9EtZV3ow6Lpu6F9Ss8J509FXKj2aKQCEjOlg-aH_9Sp7Mrk8c0Wi8Nc0k2BCA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.5082642,121.8711947,ChIJnyRw99G7oi0R2VIXGLEYqC8
P3A SAWITRA ALAM - WELALA,"RWV4+75, Welala, Kec. Ladongi, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",0.0,0,Wisata Kota / Landmark,,-4.156838599999999,121.9054331,ChIJx-WGdwATmC0RuZoDF5AXGhM
Lokasi wisata alam dan pemancingan,"RWHF+R6H, Welala, Kec. Ladongi, Kabupaten Kolaka Timur, Sulawesi Tenggara 93573, Indonesia",0.0,0,Wisata Kota / Landmark,,-4.170442899999999,121.9231136,ChIJzTGaGwANmC0Reruc5VUjzHs
Wisata alam Kolaka timur Mas,"Unnamed Road, XWM8+P2H, Woiha, Kec. Tirawuta, Kabupaten Kolaka Timur, Sulawesi Tenggara 93572, Indonesia",5.0,1,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFqOq5q7LDG3G4QrqjBKWu2B1XvdHUq7XSr6S12KnyRUttMlLjijjecLC_D9tfIUZrF731-xpAtF97Ptd0gVGKyWzgfRYoBB3VBudD0VX5DlhNvM9I7ceEwmu7iyZeBHl76_b2mj26tZuY1wJEp3QxPwVPrpdUnKXF0a84jRKoHFUSiyD7tQS8mH5zTGpYVZmbBTLpW8lTWsSKNvZv1iJWMXOdS3yo1lU87BlcFK-BERDxl3zYSnuBzGzkKwfxyWDIPSHTGvNPrhEkKM0-xXcKPSgMJIE8CFWA_UhFxuZw01V60fEgezVXykSU359YbSv2w4vKpysKEG7U2gc0lrqpE_zSowb9zWXLvyD5zOUFY4ZuDiDoRsPvl_gsQgUY8ebvgxOZHG-GbIAuXWBCOzeuMkBH5QMuOaonYenGomIG6oA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.015676,121.9151125,ChIJKSCL6YEVmC0RFW3OAEJYfks
Wisata puncak ostar,"XVVG+7HR, Simbune, Kec. Tirawuta, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",4.0,1,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHN3T7kSABMqgbKVXzSNQZpw2kb24hFaEyJuGvCtGMJMCNAo5ufaTF_orMPPAW8kINluSKX3w6mND5RaxOQn6VWepml-pdi2Cu2bMvCT1xNfMhT3d3mVHBerjbZhaGp9oqFTlJK9bCZ3IPM3B4fFUmDFlUmSuvSzRJq7Ob2WrI3wWv3dolUltsS_qangmaNZ09C79kOgWadpec1c8-uUK0BrnDtTrbuxqO-bb7ajbrVi8QsD1XF4smdbshK1KpP6MwyaROoG5UYJKE0_lTycgyIYULhe5JX8UAr7TfGyxqWdhTLwvDq38H6OywgCxDwu0byNd3OlexRHFW7VTQdpO2rHpJshGfQHiHutAbnLwwaL5TZEHUZwdie-UeWVupK2s7SuSV6ZdEhVK2ghpXKOTtdV_mqwRsCLt2Wi4xhSCdb3ltFkE1786LfTNo6Dzto&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.006732,121.876385,ChIJxf6aFQA9mC0RK7cy0_PRvcE
Wisata Mancing Ujung Timur Desa Lembah Subur,"Q2W2+HG, Dangia, Kec. Ladongi, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",3.0,2,Wisata Kota / Landmark,,-4.2035631,122.0012725,ChIJ-4IZQwBzmC0R0DzRO-XEDfk
PUNCAK ANDOWENGGA,"QRPG+49, Andowengga",5.0,1,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHPvG1td5sjvrYamTeF-eV5WsPgcnfKCUl5utdIh5KGBtaoMn0-F2wqgS9wgSTcgW0F64xuvjZU9gJC1FDzLsg65hb-jmHM7K8INKr-1FVEWlCdwNGLoKyRT8VqFwGxOsG7Q87Ppf1L-0THqbATx0YgOeJOv4o2lIyWxFFMKnNRmF412ZWoeG_kONrtHbAlqD9AlXYSpc5m8-d_kKcXt2BytEGUBkVkQGroTRS76_zGjHBWQ1NQ6eQ6JYOduLS4B5FehqmEy6aT4215ZX8zKrGCUqz3-0sVh_pQswyiRlFxp_Iuqcg0BP-dm1iKyXO-XdAwD06kliQkq8Z02GKTD4tmsCwpS2F91_VKmZQDR--AAvBqMSWlcLm7upZcJUd3uQ4nksJ-ms2YonNz-qpM1ZMJn6p0kg1UGEVp6pscWaU0o9M1OaADCByvAJ3sDlaVzFGxwTjWtXETa_yGk1I11oj9MGpbMWynLlhgNnv3YsLp7laGpQeMknu-3rhA-hG_erJZ3k-shBO40BCIqArQWCIOfllfLCnVX2PgPSy0wU9dxnG4mRduTFODie1Y3_sdagZmz9GtvsXQmZsvU76cIDL5qSLmVXeb2vZSx-Erq9NQz3LueJE2gIpWYug7p_SA-pGIwQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.214725499999999,121.8259563,ChIJ2ckyLgAPmC0RUxucH4zNuc4
Huko huko,"QPFJ+794, Huko Huko",0.0,0,Wisata Kota / Landmark,,-4.226865,121.7309452,ChIJQ_IBYAAFmC0RIbDntYFNIu4
lokasi penanaman Jagung program ketahanan pangan,"PVXF+F88, Tinete",0.0,0,Wisata Kota / Landmark,,-4.2513434,121.8733386,ChIJbTeaMAAJmC0RhrGWn5Cg_Wc
Kebun Cengkeh Dg.Lagu,"RP8G+MM3, Baula, Kabupaten Kolaka",5.0,1,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGZ7uE8aq6X56Lw5apQrcEN8ko5zO79H4PFfQ_FQVfJxz77sllhNmbeG79DzKLNcAl73iAAdOX9qfezM9TblrvzvwzobLk4MTsUwf31wIsp_Wooeo6-d1FhG2OhQ8wAG2TwBdZGoI0uK_Oxcckg2Svjyfu7lswASLgabBExrhzAA5RHggEJ691HVk8HWrqorgSMcI3gAe8LSc1oUMwVpaWiUBZ4bfdvIP0oCfXtNUU0uBiqyEeWxipPHwiuP684H0JB4TFI20_3J-3qyE2hkeGIunP7ALs4ygnLdhRCmU1qmeSKHhAP0OLw8hEnft6bEglK6ecyhZUfZcfddyd3PQtew35sbyojO2xCEsvQ0M26iuvfhFJZm49zEfnbkh1hjs67qR3yced5fvhBhaBCeqkqq5_XL0pDf4pzKjgm9EqpjlmcTE0WiRyMElwpnLlV4cDzTzK_crGgaIU0cvKerN6YF2ovKapbBJ-JjX5Oz2SczTdRrVSHG1RfRij9X41vXXdAfCwEtjpnJ0sl_BAzuStXnMdVpXdYyrd59TPSEIQhUQLwOYTzkYJJOpKJuunUL39LEZtZ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.1833566,121.7266696,ChIJ0dOYFgAFmC0RfNR5aohasck
puncak GUBA cafe,"RP96+84Q, Baula, Kabupaten Kolaka",4.8,4,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFA7Evl2QY08R5WwhwrXQckpH-WhPGsmXjgF4l7u_7Ism4RqaFo97pw-d2HcXKZRkc7hAzj6UezHoxnD96wvj4TzjDWK40EMWcTvqeEd7BcgfH9SElzFY3dF1jpSyF-ALk0G1T7cW_mfSovjGF3CKtseyEshP1wL8jCcq9ctsj_8Ts9X2zBx8ouGXuZuGu3DIXdAVT6DKG9svQ6q04QNCXF79RUzIWtPAXHZnqAv3PM2R-M8WbrmCQGd8mBVfO6u7w6BClGxeTzFJWHiAFN90RU6J5sjVHN5USTFUkS992sac76YoYMVzIxa-liWzlP34lu2feE5LnWzRiidRu-gPh20YRvOttPQx3ShOmDFVf0TYO1HHtZPVVrxMxRZoMUhpVuP4F4yUSXZSena-0GWGEecZTADTvzoD0fZ9qxa0nxXCxKkWyvl0E4ycl5-kW_rOWBgH1ba94A0PnNW8mG7E8Feeh8kBkXvmPTP8O__svEA2COIRqNvgbz5x7TBiQIFfqD-VoU9DbOYA9-yHpHYWir73V_fsE650oofwDGlFpYuBFQrR-zqaFzq8EVoiHcONPAicHvXTTl5Q&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.1816625,121.7103594,ChIJMS0fKgADmC0Rrx7VUWFBe94
DANAU LAPONU-PONU,"8FPH+67H, Jl. Poros, Ranokomea, Kec. Poleang Bar., Kabupaten Bombana, Sulawesi Tenggara 93772, Indonesia",4.5,36,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEtl7Gy87T9NsWzGofezLFIKqeLrYsAwWIROJS9UJlVEBvRgdiYLHuSSzqbmjYbKo8fWfsjAHU3yTHXMCK5tcnC-fGDmwotTrGVC-k-nth_K2_U5TVrKs3hdnpBNn2lZdy1PRwOZeGEQY2ipTXYtaMNhA2i2_hlpkUi96Gf3hRu00DlUI1NJ2QKvExbkDNPyO9tzPFSVIhvjIB9oSAfjL4XcIVFwfNCDqZIm-3OPOCvhvs2SKnUqw07eCqOH0IBklG0LPlGRWGsZxS8wUewBwiRYqodgbrBYtQi8pVZIUgXTWMjvj6ybmdiG_1UoRnVbv4_J5rIg25E90JjGfhrLgxLoUsLNlL8eL7-6IrX4Adc3q9ex9VkJCte41YvjHT-NsZcZjoYFN7yIEKCXPGx4ma-WOSQ3ZVreuLcWPyBuf4U4w&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.6644473,121.4782498,ChIJZ2yjGqw3vS0RUgBPweG254E
